tick,second_in_day,day,aggregate_position,gross_limit,net_limit,utilization_pct,net_position,nlv,pnl_estimate
5,5,1,0,50000,30000,0.0000,0,0.00,
10,10,1,12347.0,50000,30000,0.2469,2347.0,2224.09,
15,15,1,5830.0,50000,30000,0.1166,1542.0,3712.18,
20,20,1,11014.0,50000,30000,0.2203,7904.0,4793.27,
25,25,1,10236.0,50000,30000,0.2047,6032.0,6618.87,
30,30,1,12383.0,50000,30000,0.2477,8407.0,7116.09,
35,35,1,10599.0,50000,30000,0.2120,153.0,6987.20,
40,40,1,7638.0,50000,30000,0.1528,3392.0,6525.07,
45,45,1,6300.0,50000,30000,0.1260,1922.0,7137.65,
50,50,1,6300.0,50000,30000,0.1260,1922.0,7101.89,
55,55,1,6300.0,50000,30000,0.1260,1922.0,6017.53,
60,0,2,6300.0,14000,30000,0.4500,1922.0,4479.90,
65,5,2,6300.0,50000,30000,0.1260,1922.0,7484.65,
70,10,2,5473.0,50000,30000,0.1095,3759.0,9347.28,
75,15,2,27804.0,50000,30000,0.5561,27804.0,-76.84,
80,20,2,8679.0,50000,30000,0.1736,1071.0,1906.64,
85,25,2,27297.0,50000,30000,0.5459,15015.0,643.59,
90,30,2,12545.0,50000,30000,0.2509,7013.0,-773.64,
95,35,2,11279.0,50000,30000,0.2256,531.0,2264.95,
100,40,2,3262.0,50000,30000,0.0652,3262.0,4237.70,
105,45,2,0,50000,30000,0.0000,0,3973.28,
110,50,2,0,50000,30000,0.0000,0,3973.28,
115,55,2,0,50000,30000,0.0000,0,3973.28,
120,0,3,0,14000,30000,0.0000,0,3973.28,
125,5,3,0,50000,30000,0.0000,0,3973.28,
130,10,3,7274.0,50000,30000,0.1455,7274.0,3301.23,
135,15,3,21498.0,50000,30000,0.4300,18046.0,3309.61,
140,20,3,19885.0,50000,30000,0.3977,4541.0,3773.14,
145,25,3,9364.0,50000,30000,0.1873,6662.0,4636.81,
150,30,3,8287.0,50000,30000,0.1657,8287.0,7764.23,
155,35,3,6261.0,50000,30000,0.1252,3125.0,11407.68,
160,40,3,7063.0,50000,30000,0.1413,7063.0,14426.07,
165,45,3,4937.0,50000,30000,0.0987,4937.0,15936.31,
170,50,3,4937.0,50000,30000,0.0987,4937.0,15689.45,
175,55,3,4937.0,50000,30000,0.0987,4937.0,15640.08,
180,0,4,4937.0,14000,30000,0.3526,4937.0,13319.69,
185,5,4,4937.0,50000,30000,0.0987,4937.0,11641.11,
190,10,4,17554.0,50000,30000,0.3511,11252.0,11291.24,
195,15,4,3989.0,50000,30000,0.0798,2137.0,14401.29,
200,20,4,16063.0,50000,30000,0.3213,1383.0,13898.20,
205,25,4,4334.0,50000,30000,0.0867,2180.0,16020.89,
210,30,4,10939.0,50000,30000,0.2188,8175.0,16886.22,
215,35,4,21094.0,50000,30000,0.4219,21094.0,16323.54,
220,40,4,5198.0,50000,30000,0.1040,66.0,19009.03,
225,45,4,2632.0,50000,30000,0.0526,2632.0,18931.03,
230,50,4,2632.0,50000,30000,0.0526,2632.0,19062.62,
235,55,4,2632.0,50000,30000,0.0526,2632.0,19036.31,
240,0,5,2632.0,14000,30000,0.1880,2632.0,18694.15,
245,5,5,2632.0,50000,30000,0.0526,2632.0,20773.42,
250,10,5,8443.0,50000,30000,0.1689,6061.0,19821.56,
255,15,5,7818.0,50000,30000,0.1564,8.0,18909.09,
260,20,5,14185.0,50000,30000,0.2837,2963.0,17787.65,
265,25,5,8288.0,50000,30000,0.1658,7566.0,19622.51,
270,30,5,14605.0,50000,30000,0.2921,14605.0,18210.97,
275,35,5,18217.0,50000,30000,0.3643,2853.0,20189.84,
280,40,5,0,50000,30000,0.0000,0,22017.19,
285,45,5,1939.0,50000,30000,0.0388,1939.0,22128.68,
290,50,5,1939.0,50000,30000,0.0388,1939.0,21992.95,
295,55,5,1939.0,50000,30000,0.0388,1939.0,22245.02,
