tick,second_in_day,day,ticker,bid_1_price,bid_1_size,bid_2_price,bid_2_size,bid_3_price,bid_3_size,bid_4_price,bid_4_size,bid_5_price,bid_5_size,ask_1_price,ask_1_size,ask_2_price,ask_2_size,ask_3_price,ask_3_size,ask_4_price,ask_4_size,ask_5_price,ask_5_size,bid_total_size,ask_total_size,imbalance
297,57,5,WNTR,23.65,2119.0,23.62,1809.0,23.61,22311.0,23.60,131000.0,23.59,76216.0,23.71,88100.0,23.85,129400.0,23.88,10100.0,23.88,489.0,23.91,3581.0,233455.0,231670.0,0.0038
297,57,5,SMMR,23.36,85800.0,23.30,1924.0,23.30,140800.0,23.28,3221.0,23.26,3013.0,23.40,110800.0,23.47,87542.0,23.48,107671.0,23.48,135300.0,23.48,124800.0,234758.0,566113.0,-0.4137
297,57,5,ATMN,23.75,27463.0,23.71,17562.0,23.68,115100.0,23.67,107300.0,23.67,110500.0,23.88,109900.0,23.97,3147.0,24.01,475.0,24.07,2599.0,24.11,94400.0,377925.0,210521.0,0.2845
297,57,5,SPNG,25.24,88200.0,24.92,102200.0,24.88,112700.0,24.69,52767.0,24.67,118500.0,25.35,3284.0,25.70,82752.0,25.71,37893.0,25.71,2654.0,25.76,50040.0,474367.0,176623.0,0.4574
300,0,6,WNTR,,,,,,,,,,,,,,,,,,,,,0,0,0.0000
300,0,6,SMMR,,,,,,,,,,,,,,,,,,,,,0,0,0.0000
300,0,6,ATMN,,,,,,,,,,,,,,,,,,,,,0,0,0.0000
300,0,6,SPNG,,,,,,,,,,,,,,,,,,,,,0,0,0.0000
