tick,second_in_day,day,ticker,position,position_change,unrealized_pnl,realized_pnl
2,2,1,SPNG,0,0,0.00,0.00
2,2,1,SMMR,0,0,0.00,0.00
2,2,1,ATMN,0,0,0.00,0.00
2,2,1,WNTR,0,0,0.00,0.00
3,3,1,SPNG,0,0,0.00,0.00
3,3,1,SMMR,0,0,0.00,0.00
3,3,1,ATMN,0,0,0.00,0.00
3,3,1,WNTR,0,0,0.00,0.00
4,4,1,SPNG,0,0,0.00,0.00
4,4,1,SMMR,0,0,0.00,0.00
4,4,1,ATMN,0,0,0.00,0.00
4,4,1,WNTR,0,0,0.00,0.00
5,5,1,SPNG,0,0,0.00,0.00
5,5,1,SMMR,0,0,0.00,0.00
5,5,1,ATMN,0,0,0.00,0.00
5,5,1,WNTR,0,0,0.00,0.00
6,6,1,SPNG,0,0,0.00,0.00
6,6,1,SMMR,3276.0,3276.0,-112.32,65.52
6,6,1,ATMN,-599.0,-599.0,-11.98,9.09
6,6,1,WNTR,-2800.0,-2800.0,-196.00,-56.00
7,7,1,SPNG,400.0,400.0,-8.00,-8.00
7,7,1,SMMR,3276.0,0.0,-112.32,65.52
7,7,1,ATMN,-839.0,-240.0,-116.25,12.69
7,7,1,WNTR,-800.0,2000.0,-40.00,194.00
8,8,1,SPNG,-720.0,-1120.0,-244.00,59.20
8,8,1,SMMR,229.0,-3047.0,5.89,130.80
8,8,1,ATMN,-839.0,0.0,-93.48,-29.14
8,8,1,WNTR,141.0,941.0,-29.96,414.86
9,9,1,SPNG,-160.0,560.0,-38.22,147.82
9,9,1,SMMR,-2291.0,-2520.0,53.02,191.67
9,9,1,ATMN,-839.0,0.0,-93.48,-29.14
9,9,1,WNTR,141.0,0.0,-13.04,414.86
10,10,1,SPNG,-160.0,0.0,-14.22,147.82
10,10,1,SMMR,597.0,2888.0,-29.85,350.55
10,10,1,ATMN,-839.0,0.0,-140.21,-37.60
10,10,1,WNTR,1343.0,1202.0,-221.06,444.91
11,11,1,SPNG,-160.0,0.0,-6.22,147.82
11,11,1,SMMR,-1599.0,-2196.0,44.52,418.35
11,11,1,ATMN,1.0,840.0,0.16,62.48
11,11,1,WNTR,-57.0,-1400.0,5.13,288.58
12,12,1,SPNG,-560.0,-400.0,-42.22,151.82
12,12,1,SMMR,-1599.0,0.0,-57.08,638.00
12,12,1,ATMN,841.0,840.0,-230.50,54.09
12,12,1,WNTR,-1057.0,-1000.0,-271.97,313.58
13,13,1,SPNG,-560.0,0.0,-70.22,151.82
13,13,1,SMMR,-1599.0,0.0,6.88,638.00
13,13,1,ATMN,841.0,0.0,-196.86,54.09
13,13,1,WNTR,-457.0,600.0,-32.26,214.99
14,14,1,SPNG,-560.0,0.0,-81.42,151.82
14,14,1,SMMR,-4119.0,-2520.0,-342.65,688.40
14,14,1,ATMN,841.0,0.0,-196.86,54.09
14,14,1,WNTR,-57.0,400.0,-4.02,200.76
15,15,1,SPNG,-400.0,160.0,-24.00,145.60
15,15,1,SMMR,-1845.0,2274.0,-61.23,726.63
15,15,1,ATMN,1441.0,600.0,-228.09,63.09
15,15,1,WNTR,343.0,400.0,-54.88,304.14
16,16,1,SPNG,160.0,560.0,-28.80,151.20
16,16,1,SMMR,-2873.0,-1028.0,-169.18,798.83
16,16,1,ATMN,2041.0,600.0,-228.09,72.08
16,16,1,WNTR,-1457.0,-1800.0,-390.84,373.15
17,17,1,SPNG,560.0,400.0,-56.80,155.20
17,17,1,SMMR,-4673.0,-1800.0,-215.91,834.83
17,17,1,ATMN,3121.0,1080.0,-435.77,88.28
17,17,1,WNTR,943.0,2400.0,-169.74,508.00
18,18,1,SPNG,560.0,0.0,-56.80,155.20
18,18,1,SMMR,-3504.0,1169.0,-21.74,850.96
18,18,1,ATMN,3121.0,0.0,-217.30,88.28
18,18,1,WNTR,-57.0,-1000.0,-10.83,627.59
19,19,1,SPNG,560.0,0.0,-56.80,155.20
19,19,1,SMMR,-4049.0,-545.0,-39.08,846.50
19,19,1,ATMN,4332.0,1211.0,-583.23,89.41
19,19,1,WNTR,1343.0,1400.0,-220.31,664.87
20,20,1,SPNG,0,-560.0,0.00,145.60
20,20,1,SMMR,-2463.0,1586.0,321.05,1030.57
20,20,1,ATMN,4527.0,195.0,-628.50,92.33
20,20,1,WNTR,1343.0,0.0,-193.45,664.87
21,21,1,SPNG,0,0,0.00,145.60
21,21,1,SMMR,-3436.0,-973.0,-194.57,1050.03
21,21,1,ATMN,4104.0,-423.0,-701.55,56.14
21,21,1,WNTR,1343.0,0.0,-18.86,605.41
22,22,1,SPNG,-400.0,-400.0,-24.00,149.60
22,22,1,SMMR,-4452.0,-1016.0,-323.77,1058.75
22,22,1,ATMN,3336.0,-768.0,-603.63,-17.55
22,22,1,WNTR,-57.0,-1400.0,-3.42,762.72
23,23,1,SPNG,-400.0,0.0,-12.00,192.00
23,23,1,SMMR,-4452.0,0.0,-323.77,1058.75
23,23,1,ATMN,3029.0,-307.0,-275.47,-34.72
23,23,1,WNTR,1343.0,1400.0,-233.74,792.01
24,24,1,SPNG,-400.0,0.0,68.00,192.00
